,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
,1,30.5370409167194,42.1942427968984,39.182168940863,15.6460611807179,39.2097560924803,-172.288054950729,35.8775222639551,10.0434299800841,20.0705677414971,2.31782574140652,6.67004101306429,6.55787667267532,34.042680745194,8.6189050109956,4.13830068951575,-19.6755933904492,-3.70092640611347,-37.0265323077065,-18.636738589993,-13.3894726409617,-64.9533454663811,-17.7239577207502,20.6602769612937,-90.7602398658596,10.6552743743828,8.95194738300825,-79.4175800447788,7.04658792454211,-1.82642695286268,-60.9929966141594,-76.7576679044273,-81.0883197668923,-2.65955759939425,-82.1106101158539,10.7934878103556,-29.9228995643589,1.97477987550701,17.6573588411479,8.35743258942694,-40.7191674812702,-78.4416509591092,-58.9689101785902,-15.421632941765,3.12031881071789,-49.1289305451105,8.69387558213339,0.334276930500891,-102.236949263789,17.6321141298436,2.8412364465612,1.17341950277114,-91.9526060574599,-0.688856782468065,-7.48368936530278,-30.0387761363572,-12.0149226354442,7.55863765720187,9.21366704616366,28.4903262471289,-81.1131914299394,5.42429031213032,20.074985787433,-11.1800313918302,-15.9850004414875,-18.3752734515292,-19.3832157675015,-31.5290627369304,6.32062707522937,-52.7410421669701,-5.93299603880678,16.682416438201,10.9755147336168,27.7780257889544,11.381519322877,18.8746518704656,-4.35911837831372,14.4187863605612,-31.9159574197565,20.2148141716034,1.87740788286646,-3.33373635611588,13.2117589964118,18.9240452446766,-151.205938124272,-32.0550067214267,-76.1100192969566,-19.411087480461,-64.4691344938519,14.0123455012304,12.3732284591624,-41.8181625190141,-7.832445367942,3.76528826071535,-91.0661275077728,5.65751697057294,-23.9757079302531
,2,27.8925142795188,40.1766115946289,29.1337663068871,15.1425779587717,25.920599966651,10.2360067483196,25.9593891067134,8.22644261474989,10.4978166368437,7.65991669288451,3.67095027450159,17.9836024986776,25.6283428376705,7.06928694093949,11.9933053541772,5.62466310911668,10.1518470972396,-23.8973589391844,-7.46994415495828,4.61540603284448,-18.9810027191083,-9.89185935621708,11.4835936125314,-60.5407260638699,23.3799039818246,14.5083493151301,16.6339590987009,15.1360534895375,13.8049546997217,-49.0269922343223,11.6338289279156,-74.1629559204875,11.341187837641,-63.9377901594225,13.6917983909584,-8.90876214162472,19.5361743623166,25.302280304094,21.7695499744764,10.8893880047808,11.2809234667857,11.4360675134935,-4.83193891132851,16.4281047309692,-37.547064518465,20.3228921072682,10.930170297655,-26.0769591198432,17.0789406928452,13.2212863415443,9.251805188258,8.74559425541884,8.25305080736507,6.42414421709691,20.2267580234893,0.367931439272979,20.5046410743007,28.64908706595,35.5584211594542,-2.86802393589551,6.27348330794075,14.2599510584132,7.8335195660211,6.87764113898083,1.53685760864937,3.13027254441704,-5.98234934781703,9.82051511605778,-38.0966984108618,10.1086459867956,9.67929362449468,12.5780979656315,25.181440827891,11.8898013083181,26.527238799873,1.8265934840997,18.3648428764891,-27.4765348023948,16.6311446944483,16.9203664694896,1.16198555947358,20.3461850376425,15.1331031125983,20.6823014417528,24.0157797740294,-32.3964488606553,-9.33386211934749,5.90329582435334,15.4502940028437,18.7338161799426,20.2279052182971,16.3641294980848,11.6814046364384,-44.9091495806747,-2.84382077633745,1.01138032125391
,3,33.137554772356,38.359513688637,30.8013509102966,24.2235743187766,21.7706889893707,14.0680324243767,28.7808100537877,27.6925501232927,21.143454895715,16.6204265970546,7.02310457558269,20.9985218251786,22.7880152900002,17.7715575854918,16.2630236501595,15.8508313840507,15.3726980040728,-8.13577134030766,0.270716286669085,16.0528730481947,-11.2805957858254,1.17620250596701,14.191857752116,-10.7361856706762,26.5912112759065,21.6186212834746,18.0828458409869,17.3808096073826,19.058602974781,-47.2970911300154,23.9417353276158,19.2613979977559,16.0803561408538,15.7085612796382,24.8737122611365,5.16790867854388,23.1281826154523,25.9182309115035,25.8120355089281,15.9476623488968,17.8745874372257,11.9615344763697,6.98498440380808,18.7775489401861,20.1702192746802,20.3882065669382,18.9791435533029,-17.2221141361833,17.0676414606069,16.3486818820306,20.4096734194409,15.4984633679869,17.11934931007,16.522671560555,26.3892222420473,13.0962624419408,20.1801914839707,29.0060653407436,27.9620936955398,8.15062350690232,12.7508076111549,20.2121351883807,16.0585014537314,10.6465170700376,8.78047471455375,11.0579701741199,21.6951499784309,20.9727395188952,-28.3121034025985,18.0292659602228,18.713903958183,18.1911146730808,27.1754511171612,14.1234768139489,27.2302500546757,26.1390078678824,18.8970162701035,-31.2340120217905,16.5744612267281,12.4625488914025,7.48820986023475,23.1611110841104,19.4952460136064,17.4638607284264,20.942763121398,0.894336920641763,24.9665774211462,15.7116649268442,15.0245082432339,24.5440438829128,25.4837027559752,17.1158216626745,18.9287890937467,4.31298940406214,10.2778669817503,11.6876736808008
,4,25.5703909593785,19.6150459258224,22.0451942001191,17.68014093485,16.8066434594175,13.7979275734533,18.1963784155914,19.887210187896,18.7930739679396,23.4260550893259,18.1974059095623,16.5118762129359,16.2312595688954,12.2052885683579,12.1490717767374,12.3588313143905,9.84425291429488,-7.42287990306431,-4.76363742973626,8.42022788934992,9.54039222229403,6.6085506436616,19.2153912231774,7.6188427023335,19.4348710485751,18.6631171070453,16.9832700669213,16.1965919210907,19.0674327857732,32.2037962899067,18.4434191721148,19.0024190784889,21.2424048747798,13.2367831401853,12.0046703605931,16.7102354602621,14.840645808923,21.0427828912443,19.9993442787822,18.4182751029493,14.1908514764064,15.6033328597823,5.43541767283932,17.8421202914833,18.0087299645807,20.3896348726576,19.7478346426637,9.12863649176097,14.6923902741923,14.640918430594,13.5497167081867,15.403592276135,10.2020903697839,15.1494467454295,24.9011808941732,8.17420452450096,17.530497605896,23.422438277019,23.4694473721511,11.5230220358799,14.7097223628275,15.4801969793789,11.3799253534439,12.9576748897052,11.2686531102399,9.02440802451929,18.9088695718001,15.2390831922376,23.888501973744,17.59302040272,11.1905190881062,13.5815808491379,20.0369391960908,19.8428778336461,24.9375130711924,19.8827379149361,18.4181150589093,29.9493538127917,15.9135090835989,15.759901286614,13.9594449874839,15.5684267884435,20.0737609565904,18.8610420609839,10.2640982683315,16.1566364527494,17.9749262842238,14.1682308417762,14.4836145205441,16.7019335596469,14.6560158672014,18.9478287690731,16.5583209615129,11.3078867273498,11.928181059599,11.7204039676853
,5,17.2401888286386,18.0495133527847,17.4315861648261,15.8008642324821,12.6443136251455,15.2255892370376,20.5729236135485,17.4180052641932,18.4123177230267,13.0147404772156,16.6358579465541,19.7405052423937,15.115300197544,7.63739354749487,15.7245584705352,12.4155032703466,19.3121757030158,0.321553087004759,-5.64403045297058,12.2756077724171,17.8741990356712,11.0809718922796,23.1353385553834,7.80965517935692,13.6981330745375,15.0113046230299,15.9493655134111,12.9349874947429,17.3039697404702,32.4118713786029,14.0210196076087,17.9810483679448,15.2320748500088,10.8188876137701,10.8079057448572,11.2704448106824,15.4393278390639,16.7714934238779,14.9366446773461,10.0844483061487,12.7552675446395,15.2626839780341,9.59074370982489,12.2941339225381,10.905977067101,17.5793649292318,16.7319503755652,15.3702564246341,11.9759361483461,10.909658545168,14.773006292191,10.2903602336237,13.9975283679732,9.47912979097146,18.6832672073115,8.99658537459436,19.4286790178694,20.4543394109351,18.1888169617414,12.3971956972428,15.7224061310658,7.73827272753897,10.0784238978276,11.0508145281515,12.2602397511719,9.09469259534717,10.6291875609836,15.1809758168383,15.6160540862616,15.750234813027,17.1913406997223,13.4539109570646,15.8025107121325,15.664548909936,16.3751973459966,10.3402481768426,12.5248784551441,26.3502622361484,9.26005007167714,6.83472678399994,6.14497486825712,16.5716087026085,7.88998813901708,15.4877128508406,16.1315644884648,15.7763766451608,10.9688349918847,15.5413072760971,7.55429292928829,14.3126238210953,12.2776981931302,15.7592926263442,15.5799127158766,11.2318299640515,8.14957753051385,4.16969237829471
,6,6.33472982059584,3.06512636911884,11.0039256115747,3.028057330921,10.1394830334566,8.01737897610656,8.91309930256466,9.11421514770518,8.63704343855443,9.50462906834036,7.85908004400835,7.9079601166809,4.52418917774912,4.24080952124086,8.56291991288072,6.37404462869154,8.08106135740945,0.142849487598141,25.5713590015857,5.24923144753484,11.1723146648878,8.19361079549117,15.5946233067621,13.9429762702794,11.4053219536704,7.78467890988759,8.3062814677869,9.6749533916236,10.0991504230742,24.2879242068821,13.544011079035,10.8746925599316,14.5456046414611,4.74710123107161,4.64334924842842,8.40898388378173,12.0945213975883,12.264508315895,12.2006112142171,12.1365263421058,13.2933938312945,13.8848444333839,6.58280784084036,14.5411717631046,15.7647296630921,12.3377616095599,13.2575099937985,9.3236527120639,4.59427027825586,8.44101068247755,7.21804019240699,10.4861864921295,8.38158097299856,12.1800415795387,19.3530094316129,10.4244181095391,14.5719685232161,9.11392419862659,15.4842175105268,6.93825678726216,9.67812910779912,6.20175420765918,8.92178024211535,8.21064445179309,10.5962528353994,8.31044260304407,10.1442934425031,11.4982596643067,14.7195534326224,9.11184501171556,10.6795125172748,10.5533764686411,12.6337310669996,13.2481408333065,11.4686783945808,11.4708176405429,13.1117059914422,25.0777219927595,11.0715379066869,12.1581327330823,11.026633165252,8.28245378558313,14.2648107212317,10.2484063912557,7.45086949724055,20.2352822796083,9.51102971875071,6.59903608015111,10.8247754441754,5.76130693274536,9.28406329886639,10.9945388000301,11.5020422486077,12.1152531346679,4.81929222875624,10.2357251507724
,7,0.0405492800191496,7.12332317928394,5.92803226371416,1.52899147243807,1.66432727921074,4.98792496331498,3.02007314527145,7.43288210328956,5.06118884431635,2.12734390069272,10.4231200352501,8.05817797834288,0.658887883901571,8.29324188564988,5.65655691455731,2.05045735824388,7.32177890845469,-2.08924034154279,17.1191956146995,4.83073712306486,15.2328574511821,10.2717090533961,9.16830786396713,10.7804423422731,6.37602244542541,6.14149061420449,7.12725810463871,13.2073969122375,11.5138349210056,24.2310258716598,5.93994748589466,12.4811244689799,12.0818888065123,6.42785610067585,-4.16548469877307,7.05581108642991,13.1632372066715,6.70349693245589,6.36003877782923,10.464284919417,10.83123717136,7.39107215904278,5.24299473361771,13.0787491283486,6.64816130402414,9.95760889696248,6.32315047278053,10.3972273797176,0.797160828123651,2.7622989816582,6.36337923371775,7.14532322242758,4.43448722458379,4.09028736592245,9.96538980567038,7.09199106184496,9.46382994798478,9.52263900637354,9.03121624938194,5.79978739880289,6.03467279395909,4.63520493712031,3.45202835740974,9.58722945148884,6.2346442894459,6.51216376689263,8.23669693940838,7.08965499548776,14.5944286761887,10.762363308334,10.1471425136579,5.38932990914782,5.41483738354827,5.41395111572592,11.0279749200708,0.533020424378265,-0.825862207974751,14.9067065189629,0.184628206665366,7.30580818500493,3.36745575151872,4.3158732156453,1.67315285413679,8.344490462664,8.72780767980157,12.9144515425814,10.5195219016009,6.7082408149804,7.78403512414161,1.83210024939581,6.45705397159463,8.99933696068319,8.6286217412262,1.36510987761858,5.33707845605295,-0.983809091695548
,8,-4.38120795862642,0.292208516210849,-2.44110684905354,-0.383518883077159,-3.45255668867685,2.46378468888088,-2.9059698543997,0.592548147783418,0.428364494347989,3.81233860758311,2.68931380511185,-5.30871801593321,-1.79229918967576,3.66485632846161,1.82407043261628,2.50599033927301,4.66295509134034,2.22976374144673,12.9980848579944,1.78992715459754,5.97311865872734,6.50844495164893,5.96888652046118,5.6791885896173,3.62783271542776,1.18063778886881,6.16403442468527,3.72163646107219,2.52620127234241,12.193268024449,-0.315498978957294,-0.942138729774342,2.21251093821411,1.57028189689572,-9.76063653500296,-1.55843242818537,0.149991959375257,3.3183568353561,1.30150399189279,7.47272214438226,6.61410609778795,3.96659504295121,4.697420416368,4.93318237130688,3.15129795717849,1.60549852661779,8.6610470394121,8.07437076395718,1.25290107727869,-1.18691654423674,-2.2004321870163,-0.19899539861035,1.34582680648418,-5.83545702245374,4.56706538236813,1.99119781084846,4.72845664875786,3.03693703555382,-1.08241140186146,2.07875523987059,5.00169358876656,1.45925688446641,1.35363512777394,3.05818611861514,2.34145919387447,6.36334795210951,3.89125597751035,-1.2044144329584,7.81207832262862,1.61783976299375,4.8631597224412,9.06435238067525,-0.287073489129398,6.86622450019922,1.6823038678549,-0.408112172469373,-2.29840719664116,6.75100609174478,-2.99482681337122,0.186234844692081,8.1630189602065,2.31397730690333,-2.04160124990995,-1.76746427530725,5.90041515161784,5.31168468429951,2.75636319992191,2.96116529201754,2.62101225297647,-3.70550127853949,6.0025913714062,4.65918004364494,1.88674498862247,0.570594930843527,-0.0398843244124691,5.10017498110983
,9,-4.64634486694013,-10.7294010885921,-7.74367450959016,-6.42016012729073,-8.5390059274896,-1.68772720338529,-6.54131162116209,-3.32800442422922,-0.850621192039398,-4.35634386728862,-4.59489533983924,-6.35647445505492,-6.8558139903248,-1.15765021410425,-6.21145558529724,-5.36855439666579,-8.48012369751359,1.02041491405453,7.43251403068371,-3.7318351614922,5.83809454515222,2.98472267321495,0.866653581917944,7.38948056754953,-4.48049550526821,1.33534989091277,0.91961861382697,-1.59470532673367,-5.23692696442231,5.81157196362528,-3.57210498725635,-2.33751365291937,-0.162063233673507,0.0407247079911031,-16.1818740083636,-2.40241438458452,3.69943207391179,3.22132674578643,4.92114334860617,-2.49491116177205,3.92472994584114,7.27570915540991,7.78275459989709,5.64923543079794,-2.20841798291031,3.08722824929873,-0.445253471347314,10.7092073977942,-4.93890299726172,-0.993617500921573,-1.52185664758508,-5.29215760889201,-3.72332550697865,-1.56229728252674,-1.28847393937303,1.0212623347561,7.30456517349558,-4.43138072514466,-6.13215787793615,0.215095787225891,-1.04865871510447,1.21835803569593,-4.00134673063394,2.066079298163,-0.249761832357763,4.04907751168639,-3.25002732285293,-2.02858909786573,3.17544983130756,2.07041381008185,1.68392344651966,1.51898216901509,-4.0132673222588,2.78764100402077,1.36976213272192,-1.62272681712238,-6.83079310261201,6.51202515359455,-2.62165928963168,-6.29860201114479,-2.3377386730017,-4.20661937893783,-3.49254927666789,-1.53193891935462,-2.40531445500073,5.30805825499874,-1.20492659528918,-3.22848682562153,1.33845152592676,-5.1917318570795,-3.01731204041471,0.439749932585528,2.10005011862268,-1.86411214388227,-5.08508732537848,-2.46952782198287
,10,-12.7526608018679,-18.6821291610386,-11.1359882737497,-13.3846141496597,-13.7792391450294,-8.89550787611097,-11.8803342949304,-10.7643567794848,-3.49060882569574,-12.8098576035272,-11.6503485145759,-13.3933218751995,-7.28845975481909,-6.75101385942025,-5.13322214425898,-6.74536359021567,-10.0268642496385,-2.4853686957149,8.77374536561911,-2.32054765398971,0.0683855689944721,2.09515721120533,-5.89979053076286,1.8505648144519,-5.69612744679034,-2.36962647053315,-1.24389902682924,-3.39700118530982,-10.352630070508,-0.604848526971182,-6.00941077495918,-7.61734759209412,-6.76353092632235,-4.75685912372683,12.1275970473653,-1.63816485804409,-1.20993997298319,-6.49093574292101,-2.35076906326458,-4.37472091890868,-2.26778686675971,-3.50135282811152,0.0308743056311869,-5.34094589201641,-8.78587235208079,-7.50444455269508,-5.97129715436449,2.00646191941087,-8.70741537095819,-9.19501016979848,-11.1283486111688,-7.83012916900589,-6.57823907195962,-3.72381636734281,-8.92570929829344,-5.20176549660118,-2.74347489832689,-2.28603892175124,-9.80959722008993,0.183029159525631,-7.62059236687173,-10.9666164227187,-1.9245372092937,-3.92927056639746,0.819841451627326,-7.22400210870956,-4.09095080462112,-4.88390109932971,3.65646115728396,-4.36030267370552,-1.41016663516984,-0.133867684657162,-8.7600668974269,-5.42527159858173,-8.72989781507385,-8.27339932089035,-5.48207802597062,0.967816546085487,-8.01381595152725,-5.98403415571829,-3.43700524654469,-9.56406687689105,-4.85922383682191,-10.0316589416361,-0.48150213439385,0.3549816972386,-5.84474739050847,-9.28004294725997,-5.91935846905199,-10.1704567554393,-6.97201497951801,-8.21683797843525,-2.80784673442076,-1.53268159585878,-7.35146020412412,-1.3989587684373
,11,-18.2300227193159,-19.6567219613962,-12.3587827570027,-15.3540614069943,-11.5126109369485,-13.8415639692685,-14.3133108123329,-16.0838584609764,-8.29902471330934,-9.6690311009761,-9.64989970389661,-13.2401410752523,-12.5828813460894,-8.72876487605208,-6.95993793589378,-9.54050162190242,-10.9399622875353,3.89392145518377,-0.662017645411652,-5.64172369476273,-3.10992947779459,2.27035260751791,-4.97552481823186,2.17331073502237,-5.33363659518454,-0.802573120705347,-4.94518945698019,-5.42162902797463,-9.13104579227456,1.95711261028373,-5.14659340902745,-7.00765348938967,-10.9457435094919,-8.04189962691453,0.325962837084262,-5.16988563330688,-7.77444339116573,-9.02610673715026,-4.87621683167981,-4.21697216898474,-8.22320373973798,-5.02376540352861,0.939848968978367,-4.7238641206045,-6.24159945374367,-6.97564604677018,-7.80339783487625,2.68955695631394,-10.6207707267599,-11.4786089225099,-7.66920940675573,-6.5417021085641,-11.5093784281316,-14.1777622648833,-10.2529625594852,-5.99472385075114,-4.3145097525794,-20.7749194912167,-11.1072947916937,-12.4926688341798,-5.2795679021674,-9.03297423698086,-8.141461503747,-10.0145602844004,-6.06209360068624,-4.51160626344426,-12.4227658381719,-8.6209827350558,-3.57606129921533,-5.41268367056455,-4.58223627675943,-5.79443880078134,-9.37859515959417,-7.31533082946135,-10.7969136115616,-16.5272126644295,-11.6756707640152,-12.198696508477,-14.4286151951446,-10.9916085190862,-9.35848389204511,-13.6864821112777,-9.43172733201845,-13.9563526002967,-3.60287043438802,-8.98728056354184,-7.69764235338744,-10.7319614765124,-8.24782343070001,-11.3092177732078,-12.7267122376416,-11.0100604836093,-8.41100115254949,-6.87825271304337,-2.38876916637855,-7.83098964455576
,12,-18.0815572072142,-21.5489952270309,-15.8290781147489,-14.8657896974664,-13.8731625745522,-13.3064067089545,-19.6644309865605,-14.2418846101054,-11.8837021593308,-17.871796848533,-15.2976873930056,-16.0299764384808,-12.2653763333669,-8.41999386990665,-9.04808108589168,-8.34007927468701,-11.406777170695,4.87198964547588,-4.05030253691348,-10.7353438886239,-5.32861616401306,-3.36391324638544,-1.39624830433058,0.5509539165555,-9.97851982632983,-6.16287859000022,-6.45019056712772,-11.1784368429662,-13.6813657982793,-11.9630954260001,-13.390353368718,-13.2448411133528,-12.9462983437206,-17.741198970125,5.06941769208606,-12.0799320886622,-9.23963446507105,-8.05223723230665,-10.1354427073597,-12.1539860519965,-11.9042932672073,-12.3946583094034,-5.14194080616653,-11.3877512891208,-18.3638865688645,-12.7557518663966,-17.2322800467114,2.66226230105667,-9.77522837481774,-10.4124136059118,-15.1198182553753,-13.8896715148358,-14.5744280753133,-13.1576453643393,-23.0411112377033,-6.89254495499699,-15.2959842626597,-21.4154754414967,-20.7770345543449,-10.6437396094861,-10.6148233448885,-11.3987506830754,-11.2158828410898,-7.20275437237069,-7.64571845899263,-8.21224698127753,-12.9083208470911,-15.26108793811,-4.82792591866837,-9.71169937266905,-15.0879528040459,-10.6136602006613,-19.2375863978991,-11.4277725951774,-19.7127629308843,-20.2060334276348,-17.9897362758447,-14.6271452591163,-10.8940229436739,-13.0946962324742,-11.2444093036247,-19.1228666095094,-15.0299465003345,-19.7210421477484,-12.4022548305556,-9.49731853455796,-13.164440096476,-12.788187371968,-12.36312004614,-14.8015633613168,-11.2265321888617,-14.5273309700788,-16.866211139904,-9.76635011107646,-12.2516404887579,-6.60136905525906
,13,-27.6900059090653,-22.8687284541502,-26.6252761534506,-18.8500039943729,-20.9037611612321,-11.910234538771,-21.4318522901094,-22.1551648598279,-15.4747296596897,-24.26514264757,-17.2706868385221,-20.2589446438092,-15.8829019453751,-15.0685641917548,-12.731672871927,-16.7389765432795,-14.1400440655634,4.14837105711194,-9.54784609090348,-14.0208657567182,-6.79100510376838,-9.33087289690002,-5.97188518125722,0.0144161584316862,-17.0866548590625,-13.3005503151489,-11.3112780745032,-17.7028366680315,-13.8978610586973,-12.771260667163,-13.6755204921856,-15.9389560160016,-14.4648957284435,-18.6777602518669,-4.89828053995916,-12.2135413006563,-11.760695814045,-18.2163022284726,-10.5111693866133,-16.3381208365336,-15.7361180349371,-15.8279282050457,-5.52489248111578,-19.726399798365,-20.647991330226,-14.546221416143,-17.7546404444447,-3.4022382918838,-18.0825236544383,-12.5697179446124,-19.4195090716821,-17.1936079385659,-15.4493839983525,-18.9762036797638,-22.6658347237353,-11.949246875829,-21.8114227614906,-25.9632724636822,-28.1256258280837,-12.2706988134014,-13.1035059493502,-17.4610749383787,-14.9927029623109,-1.88525659216157,-11.9040292917616,-10.4861259064824,-16.5789094352594,-10.5768410942283,-7.11088137932074,-14.5818119993164,-13.6518867369077,-15.0175810964852,-18.9148932785452,-14.0975832067593,-20.3262498096992,-24.8364683373793,-20.4689865988585,-17.7563075836561,-18.8381876182866,-14.6368436655112,-14.4628233142757,-21.7770628033713,-20.4617095293752,-21.5220908706419,-15.201550161556,-18.226679462116,-18.7037989353043,-16.2558126195145,-20.8877544669476,-23.0428437580404,-16.7626655708791,-22.7675521914875,-20.3329636746366,-12.5024688921499,-9.18569398532645,-19.7026401716739
