date,tag_tank,lifestage,tube_ID,conditioning_treatment,acute_treatment,number_animals,animal_ID,preservation_method,time,initials,page,20240314.qPCR,20240508.qPCR,notes,notebook_link,hardcopy_link
20240228,pink,adult,148,control,ambient,1,5,DNA 70% ethanol,14:38,ash,16,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page16.jpeg
20240228,pink,adult,159,control,ambient,1,7,DNA 70% ethanol,14:42,ash,16,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page16.jpeg
20240228,pink,adult,179,control,ambient,1,4,DNA 70% ethanol,14:36,ash,16,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page16.jpeg
20240228,pink,adult,180,control,ambient,1,6,DNA 70% ethanol,14:40,ash,16,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page16.jpeg
20240228,pink,adult,312,control,ambient,1,3,DNA 70% ethanol,14:34,ash,15,,,"lots of mantle, not much gill ",https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page15.jpeg
20240228,pink,adult,330,control,ambient,1,1,DNA 70% ethanol,14:30,ash,15,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page15.jpeg
20240228,pink,adult,377,control,ambient,1,2,DNA 70% ethanol,14:32,ash,15,,,"lots of mantle, not much gill ",https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page15.jpeg
20240228,pink,adult,379,control,ambient,1,8,DNA 70% ethanol,14:44,ash,16,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page16.jpeg
20240228,pink,adult,250,control,ambient,1,8,RNA later 750 uL,14:44,ash,16,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page16.jpeg
20240228,pink,adult,258,control,ambient,1,5,RNA later 750 uL,14:38,ash,16,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page16.jpeg
20240228,pink,adult,268,control,ambient,1,3,RNA later 750 uL,14:34,ash,15,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page15.jpeg
20240228,pink,adult,326,control,ambient,1,4,RNA later 750 uL,14:36,ash,16,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page16.jpeg
20240228,pink,adult,334,control,ambient,1,6,RNA later 750 uL,14:40,ash,16,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page16.jpeg
20240228,pink,adult,346,control,ambient,1,7,RNA later 750 uL,14:42,ash,16,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page16.jpeg
20240228,pink,adult,360,control,ambient,1,1,RNA later 750 uL,14:30,ash,15,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page15.jpeg
20240228,pink,adult,386,control,ambient,1,2,RNA later 750 uL,14:32,ash,15,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page15.jpeg
20240228,pink,adult,3,control,ambient,1,2,Snap frozen ,14:32,ash,15,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page15.jpeg
20240228,pink,adult,5,control,ambient,1,3,Snap frozen ,14:34,ash,15,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page15.jpeg
20240228,pink,adult,16,control,ambient,1,5,Snap frozen ,14:38,ash,16,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page16.jpeg
20240228,pink,adult,17,control,ambient,1,6,Snap frozen ,14:40,ash,16,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page16.jpeg
20240228,pink,adult,80,control,ambient,1,4,Snap frozen ,14:36,ash,16,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page16.jpeg
20240228,pink,adult,87,control,ambient,1,8,Snap frozen ,14:44,ash,16,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page16.jpeg
20240228,pink,adult,94,control,ambient,1,1,Snap frozen ,14:30,ash,15,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page15.jpeg
20240228,pink,adult,13*,control,ambient,1,7,Snap frozen ,14:42,ash,16,,,duplicate no. 13 labels. One is adult and one is spat. This tube should have only adult gill tissue. Confirm label,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page16.jpeg
20240228,pink,adult,107,control,high,1,6,DNA 70% ethanol,15:10,ash,19,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page19.jpeg
20240228,pink,adult,132,control,high,1,7,DNA 70% ethanol,15:12,ash,19,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page19.jpeg
20240228,pink,adult,135,control,high,1,2,DNA 70% ethanol,15:03,ash,18,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page18.jpeg
20240228,pink,adult,157,control,high,1,8,DNA 70% ethanol,15:14,ash,20,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page20.jpeg
20240228,pink,adult,166,control,high,1,4,DNA 70% ethanol,15:06,ash,19,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page19.jpeg
20240228,pink,adult,186,control,high,1,3,DNA 70% ethanol,15:04,ash,19,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page19.jpeg
20240228,pink,adult,215,control,high,1,5,DNA 70% ethanol,15:08,ash,19,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page19.jpeg
20240228,pink,adult,382,control,high,1,1,DNA 70% ethanol,15:02,ash,18,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page18.jpeg
20240228,pink,adult,207,control,high,1,1,RNA later 750 uL,15:02,ash,18,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page18.jpeg
20240228,pink,adult,248,control,high,1,4,RNA later 750 uL,15:06,ash,19,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page19.jpeg
20240228,pink,adult,316,control,high,1,6,RNA later 750 uL,15:10,ash,19,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page19.jpeg
20240228,pink,adult,341,control,high,1,3,RNA later 750 uL,15:04,ash,19,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page19.jpeg
20240228,pink,adult,344,control,high,1,5,RNA later 750 uL,15:08,ash,19,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page19.jpeg
20240228,pink,adult,349,control,high,1,8,RNA later 750 uL,15:14,ash,20,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page20.jpeg
20240228,pink,adult,394,control,high,1,7,RNA later 750 uL,15:12,ash,19,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page19.jpeg
20240228,pink,adult,395,control,high,1,2,RNA later 750 uL,15:03,ash,18,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page18.jpeg
20240228,pink,adult,20,control,high,1,1,Snap frozen ,15:02,ash,18,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page18.jpeg
20240228,pink,adult,23,control,high,1,5,Snap frozen ,15:08,ash,19,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page19.jpeg
20240228,pink,adult,26,control,high,1,8,Snap frozen ,15:14,ash,20,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page20.jpeg
20240228,pink,adult,32,control,high,1,7,Snap frozen ,15:12,ash,19,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page19.jpeg
20240228,pink,adult,33,control,high,1,2,Snap frozen ,15:03,ash,18,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page18.jpeg
20240228,pink,adult,67,control,high,1,3,Snap frozen ,15:04,ash,19,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page19.jpeg
20240228,pink,adult,70,control,high,1,6,Snap frozen ,15:10,ash,19,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page19.jpeg
20240228,pink,adult,90,control,high,1,4,Snap frozen ,15:06,ash,19,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page19.jpeg
20240228,pink,adult,112,treated,ambient,1,8,DNA 70% ethanol,14:59,ash,18,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page18.jpeg
20240228,pink,adult,116,treated,ambient,1,6,DNA 70% ethanol,14:55,ash,18,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page18.jpeg
20240228,pink,adult,118,treated,ambient,1,4,DNA 70% ethanol,14:53,ash,17,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page17.jpeg
20240228,pink,adult,133,treated,ambient,1,5,DNA 70% ethanol,14:55,ash,17,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page17.jpeg
20240228,pink,adult,154,treated,ambient,1,3,DNA 70% ethanol,14:51,ash,17,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page17.jpeg
20240228,pink,adult,199,treated,ambient,1,1,DNA 70% ethanol,14:47,ash,17,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page17.jpeg
20240228,pink,adult,339,treated,ambient,1,7,DNA 70% ethanol,14:57,ash,18,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page18.jpeg
20240228,pink,adult,363,treated,ambient,1,2,DNA 70% ethanol,14:49,ash,17,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page17.jpeg
20240228,pink,adult,203,treated,ambient,1,6,RNA later 750 uL,14:55,ash,18,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page18.jpeg
20240228,pink,adult,204,treated,ambient,1,5,RNA later 750 uL,14:55,ash,17,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page17.jpeg
20240228,pink,adult,208,treated,ambient,1,1,RNA later 750 uL,14:47,ash,17,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page17.jpeg
20240228,pink,adult,219,treated,ambient,1,2,RNA later 750 uL,14:49,ash,17,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page17.jpeg
20240228,pink,adult,294,treated,ambient,1,4,RNA later 750 uL,14:53,ash,17,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page17.jpeg
20240228,pink,adult,318,treated,ambient,1,3,RNA later 750 uL,14:51,ash,17,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page17.jpeg
20240228,pink,adult,353,treated,ambient,1,7,RNA later 750 uL,14:57,ash,18,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page18.jpeg
20240228,pink,adult,378,treated,ambient,1,8,RNA later 750 uL,14:59,ash,18,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page18.jpeg
20240228,pink,adult,7,treated,ambient,1,8,Snap frozen ,14:59,ash,18,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page18.jpeg
20240228,pink,adult,31,treated,ambient,1,1,Snap frozen ,14:47,ash,17,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page17.jpeg
20240228,pink,adult,35,treated,ambient,1,7,Snap frozen ,14:57,ash,18,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page18.jpeg
20240228,pink,adult,37,treated,ambient,1,2,Snap frozen ,14:49,ash,17,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page17.jpeg
20240228,pink,adult,41,treated,ambient,1,6,Snap frozen ,14:55,ash,18,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page18.jpeg
20240228,pink,adult,54,treated,ambient,1,4,Snap frozen ,14:53,ash,17,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page17.jpeg
20240228,pink,adult,84,treated,ambient,1,3,Snap frozen ,14:51,ash,17,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page17.jpeg
20240228,pink,adult,100,treated,ambient,1,5,Snap frozen ,14:55,ash,17,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page17.jpeg
20240228,pink,adult,103,treated,high,1,8,DNA 70% ethanol,15:39,ash,21,,,mostly mantle,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page21.jpeg
20240228,pink,adult,108,treated,high,1,6,DNA 70% ethanol,15:35,ash,21,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page21.jpeg
20240228,pink,adult,117,treated,high,1,5,DNA 70% ethanol,15:33,ash,21,,,,https://ahuffmyer.github.io/ASH_Putnam_Lab_Notebook/Lifestage-Carryover-Project-Sampling/,https://github.com/RobertsLab/project-gigas-carryover/blob/main/lifestage_carryover/data/sampling_metadata/notebook_images/page21.jpeg
